#cups;fecha;hora;kwh
ES0031105511819013KF1L;17/08/2024;22;4.619
ES0031105511811032KD2N;17/08/2024;22;5.524
ES0022105511819019MK3F;17/08/2024;23;6.925
ES0031105511819012LM0G;17/08/2024;23;6.323
ES0031105511819013KF1L;17/08/2024;23;6.925
ES0031105511811032KD2N;17/08/2024;23;7.766
ES0022105511819019MK3F;17/08/2024;24;7.561
ES0031105511819012LM0G;17/08/2024;24;6.834
ES0031105511819013KF1L;17/08/2024;24;7.561
ES0031105511811032KD2N;17/08/2024;24;8.322
ES0022105511819019MK3F;18/08/2024;1;6.38
ES0031105511819012LM0G;18/08/2024;1;6.25
ES0031105511819013KF1L;18/08/2024;1;6.38
ES0031105511811032KD2N;18/08/2024;1;6.906
ES0022105511819019MK3F;18/08/2024;2;7.228
ES0031105511819012LM0G;18/08/2024;2;6.457
ES0031105511819013KF1L;18/08/2024;2;7.228
ES0031105511811032KD2N;18/08/2024;2;7.505
ES0022105511819019MK3F;18/08/2024;3;7.429
ES0031105511819012LM0G;18/08/2024;3;6.549
ES0031105511819013KF1L;18/08/2024;3;7.429
ES0031105511811032KD2N;18/08/2024;3;8.254
ES0022105511819019MK3F;18/08/2024;4;6.874
ES0031105511819012LM0G;18/08/2024;4;6.439
ES0031105511819013KF1L;18/08/2024;4;6.874
ES0031105511811032KD2N;18/08/2024;4;6.878
ES0022105511819019MK3F;18/08/2024;5;1.594
ES0031105511819012LM0G;18/08/2024;5;1.1
ES0031105511819013KF1L;18/08/2024;5;1.594
ES0031105511811032KD2N;18/08/2024;5;2.535
ES0022105511819019MK3F;18/08/2024;6;1.779
ES0031105511819012LM0G;18/08/2024;6;0.858
ES0031105511819013KF1L;18/08/2024;6;1.779
ES0031105511811032KD2N;18/08/2024;6;2.09
ES0022105511819019MK3F;18/08/2024;7;0.66
ES0031105511819012LM0G;18/08/2024;7;0.553
ES0031105511819013KF1L;18/08/2024;7;0.66
ES0031105511811032KD2N;18/08/2024;7;1.262
ES0022105511819019MK3F;18/08/2024;8;1.427
ES0031105511819012LM0G;18/08/2024;8;0.777
ES0031105511819013KF1L;18/08/2024;8;1.427
ES0031105511811032KD2N;18/08/2024;8;1.896
ES0022105511819019MK3F;18/08/2024;9;0.859
ES0031105511819012LM0G;18/08/2024;9;0.553
ES0031105511819013KF1L;18/08/2024;9;0.859
ES0031105511811032KD2N;18/08/2024;9;1.237
ES0022105511819019MK3F;18/08/2024;10;2.778
ES0031105511819012LM0G;18/08/2024;10;1.967
ES0031105511819013KF1L;18/08/2024;10;2.778
ES0031105511811032KD2N;18/08/2024;10;3.556
ES0022105511819019MK3F;18/08/2024;11;1.223
ES0031105511819012LM0G;18/08/2024;11;0.847
ES0031105511819013KF1L;18/08/2024;11;1.223
ES0031105511811032KD2N;18/08/2024;11;1.924
ES0022105511819019MK3F;18/08/2024;12;0.972
ES0031105511819012LM0G;18/08/2024;12;0.556
ES0031105511819013KF1L;18/08/2024;12;0.972
ES0031105511811032KD2N;18/08/2024;12;1.12
ES0022105511819019MK3F;18/08/2024;13;0.412
ES0031105511819012LM0G;18/08/2024;13;0.359
ES0031105511819013KF1L;18/08/2024;13;0.412
ES0031105511811032KD2N;18/08/2024;13;0.712
ES0022105511819019MK3F;18/08/2024;14;0.829
ES0031105511819012LM0G;18/08/2024;14;0.463
ES0031105511819013KF1L;18/08/2024;14;0.829
ES0031105511811032KD2N;18/08/2024;14;1.565
ES0022105511819019MK3F;18/08/2024;15;1.099
ES0031105511819012LM0G;18/08/2024;15;0.952
ES0031105511819013KF1L;18/08/2024;15;1.099
ES0031105511811032KD2N;18/08/2024;15;1.846
ES0022105511819019MK3F;18/08/2024;16;1.141
ES0031105511819012LM0G;18/08/2024;16;0.856
ES0031105511819013KF1L;18/08/2024;16;1.141
ES0031105511811032KD2N;18/08/2024;16;2.069
ES0022105511819019MK3F;18/08/2024;17;0.343
ES0031105511819012LM0G;18/08/2024;17;0.33
ES0031105511819013KF1L;18/08/2024;17;0.343
ES0031105511811032KD2N;18/08/2024;17;0.95
ES0022105511819019MK3F;18/08/2024;18;1.448
ES0031105511819012LM0G;18/08/2024;18;0.668
ES0031105511819013KF1L;18/08/2024;18;1.448
ES0031105511811032KD2N;18/08/2024;18;2.24
ES0022105511819019MK3F;18/08/2024;19;1.363
ES0031105511819012LM0G;18/08/2024;19;0.499
ES0031105511819013KF1L;18/08/2024;19;1.363
ES0031105511811032KD2N;18/08/2024;19;1.734
ES0022105511819019MK3F;18/08/2024;20;0.711
ES0031105511819012LM0G;18/08/2024;20;0.465
ES0031105511819013KF1L;18/08/2024;20;0.711
ES0031105511811032KD2N;18/08/2024;20;0.829
ES0022105511819019MK3F;18/08/2024;21;0.631
ES0031105511819012LM0G;18/08/2024;21;0.343
ES0031105511819013KF1L;18/08/2024;21;0.631
ES0031105511811032KD2N;18/08/2024;21;1.006
ES0022105511819019MK3F;18/08/2024;22;1.197
ES0031105511819012LM0G;18/08/2024;22;0.828
ES0031105511819013KF1L;18/08/2024;22;1.197
ES0031105511811032KD2N;18/08/2024;22;2.022
ES0022105511819019MK3F;18/08/2024;23;0.382
ES0031105511819012LM0G;18/08/2024;23;0.191
ES0031105511819013KF1L;18/08/2024;23;0.382
ES0031105511811032KD2N;18/08/2024;23;1.361
ES0022105511819019MK3F;18/08/2024;24;0.922
ES0031105511819012LM0G;18/08/2024;24;0.118
ES0031105511819013KF1L;18/08/2024;24;0.922
ES0031105511811032KD2N;18/08/2024;24;1.369
ES0022105511819019MK3F;19/08/2024;1;1.011
ES0031105511819012LM0G;19/08/2024;1;0.575
ES0031105511819013KF1L;19/08/2024;1;1.011
ES0031105511811032KD2N;19/08/2024;1;1.106
ES0022105511819019MK3F;19/08/2024;2;1.026
ES0031105511819012LM0G;19/08/2024;2;0.326
ES0031105511819013KF1L;19/08/2024;2;1.026
ES0031105511811032KD2N;19/08/2024;2;1.696
ES0022105511819019MK3F;19/08/2024;3;0.543
ES0031105511819012LM0G;19/08/2024;3;0.519
ES0031105511819013KF1L;19/08/2024;3;0.543
ES0031105511811032KD2N;19/08/2024;3;0.973
ES0022105511819019MK3F;19/08/2024;4;0.88
ES0031105511819012LM0G;19/08/2024;4;0.435
ES0031105511819013KF1L;19/08/2024;4;0.88
ES0031105511811032KD2N;19/08/2024;4;0.946
ES0022105511819019MK3F;19/08/2024;5;1.374
ES0031105511819012LM0G;19/08/2024;5;0.495
ES0031105511819013KF1L;19/08/2024;5;1.374
ES0031105511811032KD2N;19/08/2024;5;2.233
ES0022105511819019MK3F;19/08/2024;6;1.851
ES0031105511819012LM0G;19/08/2024;6;0.956
ES0031105511819013KF1L;19/08/2024;6;1.851
ES0031105511811032KD2N;19/08/2024;6;2.413
ES0022105511819019MK3F;19/08/2024;7;1.129
ES0031105511819012LM0G;19/08/2024;7;0.568
ES0031105511819013KF1L;19/08/2024;7;1.129
ES0031105511811032KD2N;19/08/2024;7;1.594
ES0022105511819019MK3F;19/08/2024;8;0.142
ES0031105511819012LM0G;19/08/2024;8;0.14
ES0031105511819013KF1L;19/08/2024;8;0.142
ES0031105511811032KD2N;19/08/2024;8;0.681
ES0022105511819019MK3F;19/08/2024;9;1.118
ES0031105511819012LM0G;19/08/2024;9;0.245
ES0031105511819013KF1L;19/08/2024;9;1.118
ES0031105511811032KD2N;19/08/2024;9;1.476
ES0022105511819019MK3F;19/08/2024;10;0.784
ES0031105511819012LM0G;19/08/2024;10;0.199
ES0031105511819013KF1L;19/08/2024;10;0.784
ES0031105511811032KD2N;19/08/2024;10;1.287
ES0022105511819019MK3F;19/08/2024;11;1.117
ES0031105511819012LM0G;19/08/2024;11;0.521
ES0031105511819013KF1L;19/08/2024;11;1.117
ES0031105511811032KD2N;19/08/2024;11;1.74
ES0022105511819019MK3F;19/08/2024;12;0.471
ES0031105511819012LM0G;19/08/2024;12;0.19
ES0031105511819013KF1L;19/08/2024;12;0.471
ES0031105511811032KD2N;19/08/2024;12;0.815
ES0022105511819019MK3F;19/08/2024;13;1.153
ES0031105511819012LM0G;19/08/2024;13;0.279
ES0031105511819013KF1L;19/08/2024;13;1.153
ES0031105511811032KD2N;19/08/2024;13;1.508
ES0022105511819019MK3F;19/08/2024;14;1.196
ES0031105511819012LM0G;19/08/2024;14;0.496
ES0031105511819013KF1L;19/08/2024;14;1.196
ES0031105511811032KD2N;19/08/2024;14;1.364
ES0022105511819019MK3F;19/08/2024;15;1.31
ES0031105511819012LM0G;19/08/2024;15;0.587
ES0031105511819013KF1L;19/08/2024;15;1.31
ES0031105511811032KD2N;19/08/2024;15;1.554
ES0022105511819019MK3F;19/08/2024;16;0.889
ES0031105511819012LM0G;19/08/2024;16;0.213
ES0031105511819013KF1L;19/08/2024;16;0.889
ES0031105511811032KD2N;19/08/2024;16;1.062
ES0022105511819019MK3F;19/08/2024;17;1.237
ES0031105511819012LM0G;19/08/2024;17;0.504
ES0031105511819013KF1L;19/08/2024;17;1.237
ES0031105511811032KD2N;19/08/2024;17;1.542
ES0022105511819019MK3F;19/08/2024;18;1.487
ES0031105511819012LM0G;19/08/2024;18;0.804
ES0031105511819013KF1L;19/08/2024;18;1.487
ES0031105511811032KD2N;19/08/2024;18;1.803
ES0022105511819019MK3F;19/08/2024;19;1.284
ES0031105511819012LM0G;19/08/2024;19;0.99
ES0031105511819013KF1L;19/08/2024;19;1.284
ES0031105511811032KD2N;19/08/2024;19;2.236
ES0022105511819019MK3F;19/08/2024;20;1.108
ES0031105511819012LM0G;19/08/2024;20;0.395
ES0031105511819013KF1L;19/08/2024;20;1.108
ES0031105511811032KD2N;19/08/2024;20;1.67
ES0022105511819019MK3F;19/08/2024;21;1.115
ES0031105511819012LM0G;19/08/2024;21;0.765
ES0031105511819013KF1L;19/08/2024;21;1.115
ES0031105511811032KD2N;19/08/2024;21;1.8
ES0022105511819019MK3F;19/08/2024;22;1.282
ES0031105511819012LM0G;19/08/2024;22;0.987
ES0031105511819013KF1L;19/08/2024;22;1.282
ES0031105511811032KD2N;19/08/2024;22;1.74
ES0022105511819019MK3F;19/08/2024;23;1.319
ES0031105511819012LM0G;19/08/2024;23;0.773
ES0031105511819013KF1L;19/08/2024;23;1.319
ES0031105511811032KD2N;19/08/2024;23;1.374
ES0022105511819019MK3F;19/08/2024;24;0.889
ES0031105511819012LM0G;19/08/2024;24;0.223
ES0031105511819013KF1L;19/08/2024;24;0.889
ES0031105511811032KD2N;19/08/2024;24;1.162
ES0022105511819019MK3F;20/08/2024;1;1.135
ES0031105511819012LM0G;20/08/2024;1;0.642
ES0031105511819013KF1L;20/08/2024;1;1.135
ES0031105511811032KD2N;20/08/2024;1;1.881
ES0022105511819019MK3F;20/08/2024;2;1.642
ES0031105511819012LM0G;20/08/2024;2;0.834
ES0031105511819013KF1L;20/08/2024;2;1.642
ES0031105511811032KD2N;20/08/2024;2;2.095
ES0022105511819019MK3F;20/08/2024;3;0.478
ES0031105511819012LM0G;20/08/2024;3;0.185
ES0031105511819013KF1L;20/08/2024;3;0.478
ES0031105511811032KD2N;20/08/2024;3;0.773
ES0022105511819019MK3F;20/08/2024;4;1.499
ES0031105511819012LM0G;20/08/2024;4;0.959
ES0031105511819013KF1L;20/08/2024;4;1.499
ES0031105511811032KD2N;20/08/2024;4;2.188
ES0022105511819019MK3F;20/08/2024;5;1.239
ES0031105511819012LM0G;20/08/2024;5;0.52
ES0031105511819013KF1L;20/08/2024;5;1.239
ES0031105511811032KD2N;20/08/2024;5;2.224
ES0022105511819019MK3F;20/08/2024;6;0.677
ES0031105511819012LM0G;20/08/2024;6;0.165
ES0031105511819013KF1L;20/08/2024;6;0.677
ES0031105511811032KD2N;20/08/2024;6;1.338
ES0022105511819019MK3F;20/08/2024;7;1.27
ES0031105511819012LM0G;20/08/2024;7;1.058
ES0031105511819013KF1L;20/08/2024;7;1.27
ES0031105511811032KD2N;20/08/2024;7;2.013
ES0022105511819019MK3F;20/08/2024;8;0.985
ES0031105511819012LM0G;20/08/2024;8;0.949
ES0031105511819013KF1L;20/08/2024;8;0.985
ES0031105511811032KD2N;20/08/2024;8;1.185
ES0022105511819019MK3F;20/08/2024;9;1.26
ES0031105511819012LM0G;20/08/2024;9;0.386
ES0031105511819013KF1L;20/08/2024;9;1.26
ES0031105511811032KD2N;20/08/2024;9;1.667
ES0022105511819019MK3F;20/08/2024;10;1.441
ES0031105511819012LM0G;20/08/2024;10;0.57
ES0031105511819013KF1L;20/08/2024;10;1.441
ES0031105511811032KD2N;20/08/2024;10;1.722
ES0022105511819019MK3F;20/08/2024;11;0.822
ES0031105511819012LM0G;20/08/2024;11;0.745
ES0031105511819013KF1L;20/08/2024;11;0.822
ES0031105511811032KD2N;20/08/2024;11;1.788
ES0022105511819019MK3F;20/08/2024;12;0.999
ES0031105511819012LM0G;20/08/2024;12;0.701
ES0031105511819013KF1L;20/08/2024;12;0.999
ES0031105511811032KD2N;20/08/2024;12;1.235
ES0022105511819019MK3F;20/08/2024;13;0.474
ES0031105511819012LM0G;20/08/2024;13;0.256
ES0031105511819013KF1L;20/08/2024;13;0.474
ES0031105511811032KD2N;20/08/2024;13;1.138
ES0022105511819019MK3F;20/08/2024;14;0.592
ES0031105511819012LM0G;20/08/2024;14;0.537
ES0031105511819013KF1L;20/08/2024;14;0.592
ES0031105511811032KD2N;20/08/2024;14;1.305
ES0022105511819019MK3F;20/08/2024;15;1.662
ES0031105511819012LM0G;20/08/2024;15;0.979
ES0031105511819013KF1L;20/08/2024;15;1.662
ES0031105511811032KD2N;20/08/2024;15;2.064
ES0022105511819019MK3F;20/08/2024;16;1.593
ES0031105511819012LM0G;20/08/2024;16;0.756
ES0031105511819013KF1L;20/08/2024;16;1.593
ES0031105511811032KD2N;20/08/2024;16;2.213
ES0022105511819019MK3F;20/08/2024;17;0.725
ES0031105511819012LM0G;20/08/2024;17;0.303
ES0031105511819013KF1L;20/08/2024;17;0.725
ES0031105511811032KD2N;20/08/2024;17;1.493
ES0022105511819019MK3F;20/08/2024;18;0.301
ES0031105511819012LM0G;20/08/2024;18;0.198
ES0031105511819013KF1L;20/08/2024;18;0.301
ES0031105511811032KD2N;20/08/2024;18;0.384
ES0022105511819019MK3F;20/08/2024;19;1.613
ES0031105511819012LM0G;20/08/2024;19;0.635
ES0031105511819013KF1L;20/08/2024;19;1.613
ES0031105511811032KD2N;20/08/2024;19;1.694
ES0022105511819019MK3F;20/08/2024;20;1.078
ES0031105511819012LM0G;20/08/2024;20;1.039
ES0031105511819013KF1L;20/08/2024;20;1.078
ES0031105511811032KD2N;20/08/2024;20;1.22
ES0022105511819019MK3F;20/08/2024;21;1.591
ES0031105511819012LM0G;20/08/2024;21;1.213
ES0031105511819013KF1L;20/08/2024;21;1.591
ES0031105511811032KD2N;20/08/2024;21;2.153
ES0022105511819019MK3F;20/08/2024;22;1.528
ES0031105511819012LM0G;20/08/2024;22;1.007
ES0031105511819013KF1L;20/08/2024;22;1.528
ES0031105511811032KD2N;20/08/2024;22;2.327
ES0022105511819019MK3F;20/08/2024;23;0.885
ES0031105511819012LM0G;20/08/2024;23;0.381
ES0031105511819013KF1L;20/08/2024;23;0.885
ES0031105511811032KD2N;20/08/2024;23;0.975
ES0022105511819019MK3F;20/08/2024;24;1.309
ES0031105511819012LM0G;20/08/2024;24;0.744
ES0031105511819013KF1L;20/08/2024;24;1.309
ES0031105511811032KD2N;20/08/2024;24;1.795
ES0022105511819019MK3F;21/08/2024;1;0.572
ES0031105511819012LM0G;21/08/2024;1;0.52
ES0031105511819013KF1L;21/08/2024;1;0.572
ES0031105511811032KD2N;21/08/2024;1;0.94
ES0022105511819019MK3F;21/08/2024;2;1.744
ES0031105511819012LM0G;21/08/2024;2;1.002
ES0031105511819013KF1L;21/08/2024;2;1.744
ES0031105511811032KD2N;21/08/2024;2;2.519
ES0022105511819019MK3F;21/08/2024;3;0.863
ES0031105511819012LM0G;21/08/2024;3;0.513
ES0031105511819013KF1L;21/08/2024;3;0.863
ES0031105511811032KD2N;21/08/2024;3;1.638
ES0022105511819019MK3F;21/08/2024;4;0.828
ES0031105511819012LM0G;21/08/2024;4;0.363
ES0031105511819013KF1L;21/08/2024;4;0.828
ES0031105511811032KD2N;21/08/2024;4;1.522
ES0022105511819019MK3F;21/08/2024;5;1.416
ES0031105511819012LM0G;21/08/2024;5;0.516
ES0031105511819013KF1L;21/08/2024;5;1.416
ES0031105511811032KD2N;21/08/2024;5;1.945
ES0022105511819019MK3F;21/08/2024;6;1.286
ES0031105511819012LM0G;21/08/2024;6;1.008
ES0031105511819013KF1L;21/08/2024;6;1.286
ES0031105511811032KD2N;21/08/2024;6;1.398
ES0022105511819019MK3F;21/08/2024;7;0.719
ES0031105511819012LM0G;21/08/2024;7;0.542
ES0031105511819013KF1L;21/08/2024;7;0.719
ES0031105511811032KD2N;21/08/2024;7;1.565
ES0022105511819019MK3F;21/08/2024;8;0.929
ES0031105511819012LM0G;21/08/2024;8;0.322
ES0031105511819013KF1L;21/08/2024;8;0.929
ES0031105511811032KD2N;21/08/2024;8;1.113
ES0022105511819019MK3F;21/08/2024;9;1.129
ES0031105511819012LM0G;21/08/2024;9;0.437
ES0031105511819013KF1L;21/08/2024;9;1.129
ES0031105511811032KD2N;21/08/2024;9;1.635
ES0022105511819019MK3F;21/08/2024;10;1.171
ES0031105511819012LM0G;21/08/2024;10;0.894
ES0031105511819013KF1L;21/08/2024;10;1.171
ES0031105511811032KD2N;21/08/2024;10;1.536
ES0022105511819019MK3F;21/08/2024;11;0.63
ES0031105511819012LM0G;21/08/2024;11;0.439
ES0031105511819013KF1L;21/08/2024;11;0.63
ES0031105511811032KD2N;21/08/2024;11;1.421
ES0022105511819019MK3F;21/08/2024;12;1.283
ES0031105511819012LM0G;21/08/2024;12;0.416
ES0031105511819013KF1L;21/08/2024;12;1.283
ES0031105511811032KD2N;21/08/2024;12;2.149
ES0022105511819019MK3F;21/08/2024;13;0.447
ES0031105511819012LM0G;21/08/2024;13;0.445
ES0031105511819013KF1L;21/08/2024;13;0.447
ES0031105511811032KD2N;21/08/2024;13;1.421
ES0022105511819019MK3F;21/08/2024;14;0.629
ES0031105511819012LM0G;21/08/2024;14;0.189
ES0031105511819013KF1L;21/08/2024;14;0.629
ES0031105511811032KD2N;21/08/2024;14;1.395
ES0022105511819019MK3F;21/08/2024;15;0.97
ES0031105511819012LM0G;21/08/2024;15;0.815
ES0031105511819013KF1L;21/08/2024;15;0.97
ES0031105511811032KD2N;21/08/2024;15;1.545
ES0022105511819019MK3F;21/08/2024;16;1.35
ES0031105511819012LM0G;21/08/2024;16;0.652
ES0031105511819013KF1L;21/08/2024;16;1.35
ES0031105511811032KD2N;21/08/2024;16;1.447
ES0022105511819019MK3F;21/08/2024;17;0.381
ES0031105511819012LM0G;21/08/2024;17;0.215
ES0031105511819013KF1L;21/08/2024;17;0.381
ES0031105511811032KD2N;21/08/2024;17;1.297
ES0022105511819019MK3F;21/08/2024;18;0.956
ES0031105511819012LM0G;21/08/2024;18;0.803
ES0031105511819013KF1L;21/08/2024;18;0.956
ES0031105511811032KD2N;21/08/2024;18;1.007
ES0022105511819019MK3F;21/08/2024;19;1.157
ES0031105511819012LM0G;21/08/2024;19;0.959
ES0031105511819013KF1L;21/08/2024;19;1.157
ES0031105511811032KD2N;21/08/2024;19;1.804
ES0022105511819019MK3F;21/08/2024;20;0.819
ES0031105511819012LM0G;21/08/2024;20;0.804
ES0031105511819013KF1L;21/08/2024;20;0.819
ES0031105511811032KD2N;21/08/2024;20;0.969
ES0022105511819019MK3F;21/08/2024;21;0.214
ES0031105511819012LM0G;21/08/2024;21;0.137
ES0031105511819013KF1L;21/08/2024;21;0.214
ES0031105511811032KD2N;21/08/2024;21;0.817
ES0022105511819019MK3F;21/08/2024;22;1.214
ES0031105511819012LM0G;21/08/2024;22;0.812
ES0031105511819013KF1L;21/08/2024;22;1.214
ES0031105511811032KD2N;21/08/2024;22;1.849
ES0022105511819019MK3F;21/08/2024;23;0.751
ES0031105511819012LM0G;21/08/2024;23;0.401
ES0031105511819013KF1L;21/08/2024;23;0.751
ES0031105511811032KD2N;21/08/2024;23;1.044
ES0022105511819019MK3F;21/08/2024;24;0.85
ES0031105511819012LM0G;21/08/2024;24;0.703
ES0031105511819013KF1L;21/08/2024;24;0.85
ES0031105511811032KD2N;21/08/2024;24;1.489
ES0022105511819019MK3F;22/08/2024;1;0.811
ES0031105511819012LM0G;22/08/2024;1;0.264
ES0031105511819013KF1L;22/08/2024;1;0.811
ES0031105511811032KD2N;22/08/2024;1;1.23
ES0022105511819019MK3F;22/08/2024;2;1.077
ES0031105511819012LM0G;22/08/2024;2;1.039
ES0031105511819013KF1L;22/08/2024;2;1.077
ES0031105511811032KD2N;22/08/2024;2;1.084
ES0022105511819019MK3F;22/08/2024;3;0.904
ES0031105511819012LM0G;22/08/2024;3;0.253
ES0031105511819013KF1L;22/08/2024;3;0.904
ES0031105511811032KD2N;22/08/2024;3;1.593
ES0022105511819019MK3F;22/08/2024;4;1.509
ES0031105511819012LM0G;22/08/2024;4;0.7
ES0031105511819013KF1L;22/08/2024;4;1.509
ES0031105511811032KD2N;22/08/2024;4;2.245
ES0022105511819019MK3F;22/08/2024;5;1.249
ES0031105511819012LM0G;22/08/2024;5;0.98
ES0031105511819013KF1L;22/08/2024;5;1.249
ES0031105511811032KD2N;22/08/2024;5;1.796
ES0022105511819019MK3F;22/08/2024;6;1.799
ES0031105511819012LM0G;22/08/2024;6;0.835
ES0031105511819013KF1L;22/08/2024;6;1.799
ES0031105511811032KD2N;22/08/2024;6;2.138
ES0022105511819019MK3F;22/08/2024;7;0.895
ES0031105511819012LM0G;22/08/2024;7;0.486
ES0031105511819013KF1L;22/08/2024;7;0.895
ES0031105511811032KD2N;22/08/2024;7;1.246
ES0022105511819019MK3F;22/08/2024;8;0.914
ES0031105511819012LM0G;22/08/2024;8;0.907
ES0031105511819013KF1L;22/08/2024;8;0.914
ES0031105511811032KD2N;22/08/2024;8;1.888
ES0022105511819019MK3F;22/08/2024;9;1.058
ES0031105511819012LM0G;22/08/2024;9;0.849
ES0031105511819013KF1L;22/08/2024;9;1.058
ES0031105511811032KD2N;22/08/2024;9;1.784
ES0022105511819019MK3F;22/08/2024;10;1.467
ES0031105511819012LM0G;22/08/2024;10;0.939
ES0031105511819013KF1L;22/08/2024;10;1.467
ES0031105511811032KD2N;22/08/2024;10;2.383
ES0022105511819019MK3F;22/08/2024;11;1.513
ES0031105511819012LM0G;22/08/2024;11;0.686
ES0031105511819013KF1L;22/08/2024;11;1.513
ES0031105511811032KD2N;22/08/2024;11;2
ES0022105511819019MK3F;22/08/2024;12;0.566
ES0031105511819012LM0G;22/08/2024;12;0.256
ES0031105511819013KF1L;22/08/2024;12;0.566
ES0031105511811032KD2N;22/08/2024;12;0.9
ES0022105511819019MK3F;22/08/2024;13;1.244
ES0031105511819012LM0G;22/08/2024;13;0.587
ES0031105511819013KF1L;22/08/2024;13;1.244
ES0031105511811032KD2N;22/08/2024;13;1.468
ES0022105511819019MK3F;22/08/2024;14;1.735
ES0031105511819012LM0G;22/08/2024;14;0.81
ES0031105511819013KF1L;22/08/2024;14;1.735
ES0031105511811032KD2N;22/08/2024;14;1.959
ES0022105511819019MK3F;22/08/2024;15;1.318
ES0031105511819012LM0G;22/08/2024;15;0.573
ES0031105511819013KF1L;22/08/2024;15;1.318
ES0031105511811032KD2N;22/08/2024;15;1.448
ES0022105511819019MK3F;22/08/2024;16;0.409
ES0031105511819012LM0G;22/08/2024;16;0.19
ES0031105511819013KF1L;22/08/2024;16;0.409
ES0031105511811032KD2N;22/08/2024;16;1.064
ES0022105511819019MK3F;22/08/2024;17;1.652
ES0031105511819012LM0G;22/08/2024;17;0.948
ES0031105511819013KF1L;22/08/2024;17;1.652
ES0031105511811032KD2N;22/08/2024;17;2.45
ES0022105511819019MK3F;22/08/2024;18;1.229
ES0031105511819012LM0G;22/08/2024;18;0.477
ES0031105511819013KF1L;22/08/2024;18;1.229
ES0031105511811032KD2N;22/08/2024;18;2.044
ES0022105511819019MK3F;22/08/2024;19;1.195
ES0031105511819012LM0G;22/08/2024;19;0.334
ES0031105511819013KF1L;22/08/2024;19;1.195
ES0031105511811032KD2N;22/08/2024;19;1.557
ES0022105511819019MK3F;22/08/2024;20;1.306
ES0031105511819012LM0G;22/08/2024;20;0.548
ES0031105511819013KF1L;22/08/2024;20;1.306
ES0031105511811032KD2N;22/08/2024;20;1.325
ES0022105511819019MK3F;22/08/2024;21;1.358
ES0031105511819012LM0G;22/08/2024;21;0.523
ES0031105511819013KF1L;22/08/2024;21;1.358
ES0031105511811032KD2N;22/08/2024;21;1.728
ES0022105511819019MK3F;22/08/2024;22;0.282
ES0031105511819012LM0G;22/08/2024;22;0.216
ES0031105511819013KF1L;22/08/2024;22;0.282
ES0031105511811032KD2N;22/08/2024;22;0.922
ES0022105511819019MK3F;22/08/2024;23;1.062
ES0031105511819012LM0G;22/08/2024;23;0.589
ES0031105511819013KF1L;22/08/2024;23;1.062
ES0031105511811032KD2N;22/08/2024;23;1.686
ES0022105511819019MK3F;22/08/2024;24;1.4
ES0031105511819012LM0G;22/08/2024;24;0.722
ES0031105511819013KF1L;22/08/2024;24;1.4
ES0031105511811032KD2N;22/08/2024;24;1.469
ES0022105511819019MK3F;23/08/2024;1;0.583
ES0031105511819012LM0G;23/08/2024;1;0.215
ES0031105511819013KF1L;23/08/2024;1;0.583
ES0031105511811032KD2N;23/08/2024;1;0.617
ES0022105511819019MK3F;23/08/2024;2;1.537
ES0031105511819012LM0G;23/08/2024;2;1.084
ES0031105511819013KF1L;23/08/2024;2;1.537
ES0031105511811032KD2N;23/08/2024;2;2.161
ES0022105511819019MK3F;23/08/2024;3;0.737
ES0031105511819012LM0G;23/08/2024;3;0.28
ES0031105511819013KF1L;23/08/2024;3;0.737
ES0031105511811032KD2N;23/08/2024;3;1.197
ES0022105511819019MK3F;23/08/2024;4;0.549
ES0031105511819012LM0G;23/08/2024;4;0.261
ES0031105511819013KF1L;23/08/2024;4;0.549
ES0031105511811032KD2N;23/08/2024;4;1.002
ES0022105511819019MK3F;23/08/2024;5;1.158
ES0031105511819012LM0G;23/08/2024;5;0.546
ES0031105511819013KF1L;23/08/2024;5;1.158
ES0031105511811032KD2N;23/08/2024;5;1.256
ES0022105511819019MK3F;23/08/2024;6;0.833
ES0031105511819012LM0G;23/08/2024;6;0.133
ES0031105511819013KF1L;23/08/2024;6;0.833
ES0031105511811032KD2N;23/08/2024;6;1.693
ES0022105511819019MK3F;23/08/2024;7;0.849
ES0031105511819012LM0G;23/08/2024;7;0.685
ES0031105511819013KF1L;23/08/2024;7;0.849
ES0031105511811032KD2N;23/08/2024;7;1.727
ES0022105511819019MK3F;23/08/2024;8;1.272
ES0031105511819012LM0G;23/08/2024;8;0.343
ES0031105511819013KF1L;23/08/2024;8;1.272
ES0031105511811032KD2N;23/08/2024;8;2.188
ES0022105511819019MK3F;23/08/2024;9;0.982
ES0031105511819012LM0G;23/08/2024;9;0.368
ES0031105511819013KF1L;23/08/2024;9;0.982
ES0031105511811032KD2N;23/08/2024;9;1.718
ES0022105511819019MK3F;23/08/2024;10;0.68
ES0031105511819012LM0G;23/08/2024;10;0.526
ES0031105511819013KF1L;23/08/2024;10;0.68
ES0031105511811032KD2N;23/08/2024;10;1.583
ES0022105511819019MK3F;23/08/2024;11;0.563
ES0031105511819012LM0G;23/08/2024;11;0.48
ES0031105511819013KF1L;23/08/2024;11;0.563
ES0031105511811032KD2N;23/08/2024;11;1.085
ES0022105511819019MK3F;23/08/2024;12;1.423
ES0031105511819012LM0G;23/08/2024;12;0.592
ES0031105511819013KF1L;23/08/2024;12;1.423
